Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
7/19/00,2554116D US,Airspan Networks Inc,82.5,15,113.0208359,5500000.00,"UBS, Deutsche Bank, Lehman Brothers, US Bancorp",Communications,499.22,, 
7/19/00,VASC US,Vascular Solutions LLC,42,12,34.89583206,3500000.00,Citi,"Consumer, Non-cyclical",140.615,, 
7/18/00,AGNT US,Argonaut Technologies Inc,69,15,56.25,4600000.00,UBS,"Consumer, Non-cyclical",245.93,, 
7/18/00,SPRT US,Support.com Inc,68.425,14,133.0357208,4250000.00,UBS,Communications,467.81,, 
7/17/00,PRPO US,Precipio Inc,67.2,15,60,4480000.00,JP Morgan,"Consumer, Non-cyclical",259.5,18.0323,NASDAQ CM
7/13/00,FLNA US,Filana Therapeutics Inc,69,12,82.29166412,5000000.00,Stifel,"Consumer, Non-cyclical",309.93,28.4364,NASDAQ CM
7/13/00,OVTI US,OmniVision Technologies Inc,65,13,161.5384674,5000000.00,BofA Securities,Technology,274.42,, 
7/12/00,NEI US,Unicom Engineering Inc,110.5,17,70.58823395,6500000.00,UBS,Communications,555.45,, 
7/12/00,TNSIZ US,Triton Network Systems Inc,82.5,15,156.25,5500000.00,UBS,Communications,947.43,, 
7/12/00,IMNY US,Revitas Inc,67.5,9,38.71527863,7500000.00,BofA Securities,Technology,276.88,, 
7/12/00,SRTI US,SRTI BlockChain Generation Inc,60,15,168.75,4000000.00,JP Morgan,Technology,743.68,, 
7/12/00,9991111D CN,Maxar Technologies Ltd,37.828,14,8.214285851,4000000.00,RBC Capital Markets,Communications,0,, 
7/11/00,DVINQ US,Divine Inc,128.565,9,-2.430555582,14285000.00,BofA Securities,Communications,5499.12,0.096664, 
7/10/00,ACLS US,Axcelis Technologies Inc,375.1,22,8.806818008,15500000.00,"Morgan Stanley, Goldman Sachs",Technology,2135.1,106.177,NASDAQ GS
7/10/00,ENTG US,Entegris Inc,143,11,1.704545498,13000000.00,"BofA Securities, UBS, Citi, US Bancorp",Technology,737.1,117.764,NASDAQ GS
7/4/00,WAYS US,Wave Sync Corp,31.5,21,-96.57737732,1500000.00,Kemper Securities,Basic Materials,0,5.17538,OTC US
7/4/00,QTI OF,Water Intelligence PLC,0.77865,30,,1666700.00,,Utilities,0,, 
6/29/00,1121454D US,StorageNetworks Inc,243,27,234.2592621,9000000.00,Goldman Sachs,Technology,2383.05,0.00660204, 
6/29/00,IGOI US,iGO Inc,48,12,8.333333015,4000000.00,Deutsche Bank,Technology,152.311,, 
6/29/00,1088161D SW,Invenda Corp,42.883,19,10.52631569,3700000.00,Swissfirst Bank AG,Communications,0,, 
6/28/00,CGRNQ US,Capstone Green Energy Corp,145.455,16,199.9023438,9090910.00,Goldman Sachs,Industrial,1198.3,9.70526, 
6/28/00,BBT US,Beacon Financial Corp,71.0533,10,22.5,7105330.00,Sandler O'Neill & Partners,Financial,0,98.6794,New York
6/28/00,378377Q US,Carescience Inc,48,12,-16.53645897,4000000.00,Deutsche Bank,"Consumer, Non-cyclical",152.616,, 
6/28/00,2230247Q US,Virage Inc,38.5,11,53.40909195,3500000.00,UBS,Technology,239.8,, 
6/27/00,GENUQ US,Genuity Inc,1913.04,11,-14.48863602,173913000.00,"Morgan Stanley, Citi",Communications,2124.86,, 
6/26/00,STLW US,Stratos International LLC,183.75,21,62.5,8750000.00,Lehman Brothers,Communications,1318.38,, 
6/26/00,9995577D US,Marvell Technology Group Ltd,90,15,277.5,6000000.00,Goldman Sachs,Technology,1233.17,0.00506467, 
6/26/00,2987544Q US,eFunds Corp,71.5,13,0,5500000.00,Lehman Brothers,Technology,601.25,9.04E-05, 
6/26/00,CKCM US,Click Commerce Inc,50,10,76.25,5000000.00,Morgan Stanley,Communications,371.85,, 
6/26/00,BUSY US,Busybox Com Inc,12.5,5,11.25,2500000.00,Barron Chase Securities,Communications,0,, 
6/24/00,MHJG NM,Spark Networks Inc,21.1117,7.5,-20.93333244,3000000.00,Deutsche Bank,Communications,0,, 
6/22/00,CRL US,Charles River Laboratories International Inc,224,16,37.5,14000000.00,UBS,"Consumer, Non-cyclical",517.126,111.354,New York
6/22/00,MSV US,Manufacturers Services Ltd,176,16,32.8125,11000000.00,"BofA Securities, Stifel, UBS",Industrial,495.16,, 
6/22/00,OCNW US,Occam Networks Inc,60,15,219.1666718,4000000.00,UBS,Communications,746.81,, 
6/22/00,QBAK US,Qualstar Corp,17.5,7,10.26785755,2500000.00,"Needham Group Inc/The, Wells Fargo",Technology,87.68,,OTC US
6/20/00,2295243D US,Handspring Inc,200,20,34.6875,10000000.00,UBS,Technology,2505.08,0.00295205, 
6/20/00,CPHD US,Cepheid,30,6,50,5000000.00,UBS,"Consumer, Non-cyclical",153.09,, 
6/15/00,DNDNQ US,Dendreon Corp,45,10,-3.125,4500000.00,Prudential Financial Inc,"Consumer, Non-cyclical",207.56,, 
6/14/00,OSCA US,OSCA Inc,86.8,15.5,13.7096777,5600000.00,"Citi, Morgan Stanley, Salans ZAO",Energy,86.8,, 
6/14/00,ECMN US,eChapman Inc,16.38,13,-43.26922989,1260000.00,Chapman Co,Financial,193.632,, 
6/13/00,TZMT US,Telzuit Medical Technologies Inc,10.4,8,6.25,1300000.00,Noble Financial Group Inc,"Consumer, Non-cyclical",58.4,, 
6/12/00,ISRG US,Intuitive Surgical Inc,45,9,0.347222209,5000000.00,Lehman Brothers,"Consumer, Non-cyclical",336.86,87.9109,NASDAQ GS
6/8/00,CYH US,Community Health Systems Inc,243.75,13,5.288461685,18750000.00,BofA Securities,"Consumer, Non-cyclical",967.17,76.7191,New York
6/6/00,UPCS US,UbiquiTel Inc,100,8,-3.90625,12500000.00,UBS,Communications,518.11,, 
6/6/00,GCFBU US,Granite City Food & Brewery Ltd,4.125,4.125,0,1000000.00,Miller Johnson Steichen Kinnard Inc,"Consumer, Cyclical",0,, 
6/1/00,EXLT US,Exult Inc,60,10,0,6000000.00,BofA Securities,"Consumer, Non-cyclical",925.3,0.000177485, 
5/31/00,NRG US,NRG Energy Inc,422.55,15,28.33333397,28170000.00,"UBS, Citi",Utilities,0,90.0372,New York
5/31/00,ONIS US,Oni Systems Corp,200,25,230.25,8000000.00,Goldman Sachs,Communications,3060.12,, 
5/31/00,CWLD US,Crossworlds Software Inc,40,10,1.25,4000000.00,JP Morgan,Communications,249.242,, 
5/30/00,316623Q US,NRG Energy Inc/Old,422.55,15,10.83333302,28170000.00,Citi,Utilities,422.55,, 
5/30/00,SCRX US,Shionogi Pharma Inc,30.4,8,0,3800000.00,JP Morgan,"Consumer, Non-cyclical",98.72,0.0193962, 
5/24/00,9993333D US,Sonus Inc,115,23,119.5652161,5000000.00,Goldman Sachs,Technology,1389.68,, 
5/24/00,2894314Q US,Sirenza Microdevices Inc,48,12,28.125,4000000.00,Deutsche Bank,Communications,307.53,, 
5/23/00,3109386Q US,Universal Compression Holdings Inc,154,22,0.284090906,7000000.00,BofA Securities,Energy,285.611,, 
5/23/00,CTLM US,Centillium Communications Inc,76,19,20.39473724,4000000.00,UBS,Industrial,578.91,0.0258848, 
5/22/00,ICST US,Integrated Circuit Systems Inc,162.5,13,-7.692307472,12500000.00,UBS,Technology,835.27,, 
5/18/00,PXLW US,Pixelworks Inc,57.5,10,8.90625,5750000.00,"Deutsche Bank, Citi",Technology,355.04,24.6158,NASDAQ CM
5/18/00,CSAV US,Coolsavings Inc,23.1,7,-20.9821434,3300000.00,JP Morgan,Communications,270.75,, 
5/17/00,IBEMQ US,iBEAM Broadcasting Corp,110,10,40,11000000.00,"Morgan Stanley, JP Morgan, BofA Securities",Communications,1059.44,, 
5/17/00,NUFO US,Oclaro Photonics Inc,100,20,155,5000000.00,UBS,Communications,992.78,7.87E-05, 
5/17/00,UNWR US,US Unwired Inc,88,11,0.568181813,8000000.00,UBS,Communications,0,, 
5/17/00,NGTC US,Nogatech Inc,42,12,-21.61458397,3500000.00,"ING Groep, WR Hambrecht + Co LLC",Technology,176.82,, 
5/16/00,ALMG US,Alamogordo Financial Corp,3.57,10,2.5,357000.00,Stifel,Financial,16.86,, 
5/11/00,SQSW US,Sequoia Software Corp,33.6,8,25.78125,4200000.00,Lehman Brothers,Communications,217.57,, 
5/5/00,0556728D US,Cogenics Icoria Inc,35,7,1.785714269,5000000.00,JP Morgan,"Consumer, Non-cyclical",167.38,, 
5/4/00,GNSL US,Genomic Solutions Inc,56,8,4.6875,7000000.00,UBS,"Consumer, Non-cyclical",181.751,, 
5/4/00,ORCH US,Orchid Cellmark Inc,48,8,36.71875,6000000.00,UBS,"Consumer, Non-cyclical",271.99,, 
5/3/00,CRWN US,Crown Media Holdings Inc,140,14,0,10000000.00,UBS,Communications,410.61,, 
5/1/00,OTIX US,OTIX Global Inc,50.4,14,50.8928566,3600000.00,Goldman Sachs,"Consumer, Non-cyclical",264.8,, 
5/1/00,2261249D US,Monogram Biosciences Inc,35,7,4.464285851,5000000.00,CIBC,"Consumer, Non-cyclical",137.81,, 
4/27/00,ON US,ON Semiconductor Corp,552,16,37.109375,30000000.00,Morgan Stanley,Technology,2738.67,115.457,NASDAQ GS
4/27/00,SBYN US,Seebeyond Technology Corp,48,12,48.95833206,4000000.00,Morgan Stanley,Communications,808.08,0.0114016, 
4/26/00,AWE US,New Cingular Wireless Services Inc,10620,29.5,7.838983059,360000000.00,"Goldman Sachs, BofA Securities, Citi",Communications,10620,0.000340715, 
4/26/00,2521572D US,Praecis Pharmaceuticals Inc,80,10,10,8000000.00,"CIBC, UBS, Citi","Consumer, Non-cyclical",399.665,0.0119532, 
4/26/00,MTWVQ US,Metawave Communications Corp,56.25,9,50.69444275,6250000.00,BofA Securities,Communications,331.6,, 
4/19/00,PBSC US,Packard Bioscience Co,108,9,1.388888836,12000000.00,BofA Securities,Industrial,542.72,, 
4/19/00,1379842D US,Embarcadero Technologies Inc,42,10,60,4200000.00,UBS,Technology,257.2,, 
4/19/00,ROFO US,Rockford Corp/Arizona,32.45,11,0,2950000.00,RBC Capital Markets,Industrial,81.0025,, 
4/19/00,PECS US,Pec Solutions Inc,28.5,9.5,-5.263157845,3000000.00,UBS,Technology,213.36,, 
4/12/00,652404Q US,Nuance Communications Inc/Old,76.5,17,99.63235474,4500000.00,Goldman Sachs,Technology,466.93,0.00368386, 
4/12/00,SSVG US,Stratus Services Group Inc,7.8,6,16.66666603,1300000.00,Hornblower & Weeks,"Consumer, Non-cyclical",34.8,, 
4/11/00,2942739Q US,Port Financial Corp,74.4282,10,10,7442820.00,Stifel,Financial,0,, 
4/11/00,0959089D US,Corillian Corp,32,8,6.25,4000000.00,UBS,Financial,236.2,, 
4/11/00,FFOL US,First Federal of Olathe Bancorp Inc,5.56328,10,26.25,556328.00,KeyBanc Capital Markets,Financial,0,, 
4/10/00,DDICQ US,DDI Corp/Old,168,14,-19.6428566,12000000.00,"BofA Securities, UBS",Industrial,579.16,, 
4/10/00,EXEL US,Exelixis Inc,118.3,13,16.82692337,9100000.00,Goldman Sachs,"Consumer, Non-cyclical",524.5,103.794,NASDAQ GS
4/10/00,HSTM US,HealthStream Inc,45,9,-5.555555344,5000000.00,BofA Securities,Communications,170.915,74.9724,NASDAQ GS
4/6/00,LXRX US,Lexicon Pharmaceuticals Inc,220,22,-14.77272701,10000000.00,"UBS, JP Morgan, RBC Capital Markets, Ladenburg Thalmann & Co","Consumer, Non-cyclical",1045.33,68.4274,NASDAQ CM
4/6/00,TNOX US,Tanox Inc,213.75,28.5,0,7500000.00,CIBC,"Consumer, Non-cyclical",1162.49,0.0011595, 
4/6/00,1574849D US,Purple Communications Inc,160,16,0,10000000.00,"Wit Soundview, US Bancorp, JP Morgan","Consumer, Non-cyclical",754.19,, 
4/6/00,1529158D US,Numerical Technologies Inc,77.476,14,154.0178528,5534000.00,UBS,Technology,407.15,, 
4/6/00,2241483Q US,Artemis International Solutions Corp,77,10,25,7700000.00,BofA Securities,Communications,499.735,, 
4/6/00,2347450D US,Saba Software Inc,60,15,120,4000000.00,Goldman Sachs,Technology,642.77,0.0172063, 
4/6/00,SGMO US,Sangamo Therapeutics Inc,52.5,15,0.416666657,3500000.00,"JP Morgan, ING Groep, William Blair & Co LLC, Lehman Brothers","Consumer, Non-cyclical",334.5,16.3823,NASDAQ CM
4/6/00,LPSN US,LivePerson Inc,32,8,18.75,4000000.00,JP Morgan,Technology,234.72,32.811,NASDAQ GS
4/5/00,IIIM US,I3 Mobile Inc,81.6,16,56.25,5100000.00,"UBS, JP Morgan, Deutsche Bank",Communications,355,, 
4/5/00,EBMT US,Eagle Bancorp Montana Inc,6.8684,8,6.25,858550.00,Stifel,Financial,0,54.7379,NASDAQ GM
4/4/00,MET US,MetLife Inc,2878.5,14.25,8.771929741,202000000.00,"Goldman Sachs, UBS",Financial,11841.8,95.6996,New York
4/4/00,VYYO US,Javelin Innovations Inc,91.125,13.5,50,6750000.00,"BofA Securities, CIBC, RBC Capital Markets, WR Hambrecht + Co LLC",Communications,454.91,, 
4/4/00,KKD US,Krispy Kreme Doughnuts Inc,63,21,76.19047546,3000000.00,Deutsche Bank,"Consumer, Cyclical",262.185,, 
4/4/00,1886994D US,ORATEC Interventions Inc,56,14,83.0357132,4000000.00,BofA Securities,"Consumer, Non-cyclical",286.875,, 
4/4/00,ULCM US,Ulticom Inc,55.25,13,53.84615326,4250000.00,Lehman Brothers,Technology,480.7,, 
4/3/00,CCMP US,CMC Materials LLC,80,20,24.375,4000000.00,Goldman Sachs,Technology,459.79,11.1143, 
4/3/00,VVC US,Vectren Corp,0,0,,,,Utilities,0,, 
3/30/00,ARPT US,ArrowPoint Communications Inc,170,34,248.4834595,5000000.00,Goldman Sachs,Communications,1095.43,, 
3/30/00,CNVR US,Conversant Inc,76,19,10.19736862,4000000.00,Goldman Sachs,Communications,519.971,, 
3/30/00,IW/U US,ImageWare Systems Inc,15,8,12.5,1875000.00,Paulson Investment Co Inc,Technology,21.24,, 
3/30/00,PCBI US,Peoples Community Bancorp Inc,11.9,10,14.375,1190000.00,Stifel,Financial,0,, 
3/29/00,2599359D US,Luminex Corp,76.5,17,34.55882263,4500000.00,UBS,"Consumer, Non-cyclical",453.49,, 
3/28/00,TLCT US,DirecTV Broadband Inc,132,12,10.41666698,11000000.00,"Wit Soundview, BofA Securities, UBS",Communications,0,, 
3/27/00,RDEA US,Ardea Biosciences Inc,112.5,15,5,7500000.00,Deutsche Bank,"Consumer, Non-cyclical",428.72,, 
3/27/00,ALTH US,Allos Therapeutics Inc,90,18,-27.77777863,5000000.00,TD Securities,"Consumer, Non-cyclical",410.4,, 
3/27/00,WBSN US,Websense LLC,72,18,165.277771,4000000.00,JP Morgan,Communications,349.2,, 
3/27/00,ARTD US,Artistdirect Inc,60,12,-21.61458397,5000000.00,Morgan Stanley,Communications,447.558,, 
3/27/00,MFLO US,Moldflow Corp,39,13,17.30769157,3000000.00,"Canaccord Genuity, AG Edwards & Sons LLC",Technology,118.06,, 
3/23/00,VSGIQ US,Viasystems Group Inc/Old,924,21,-8.333333015,44000000.00,"JP Morgan, UBS, Morgan Stanley",Industrial,0,, 
3/23/00,334454Q US,eMachines Inc,180,9,-8.333333015,20000000.00,UBS,Technology,0,, 
3/23/00,ITMN US,InterMune Inc,125,20,25,6250000.00,UBS,"Consumer, Non-cyclical",0,, 
3/23/00,SLAB US,Silicon Laboratories Inc,99.2,31,123.7903214,3200000.00,Morgan Stanley,Technology,1443.92,95.7322,NASDAQ GS
3/23/00,370240Q US,Eprise Corp,60,15,68.33333588,4000000.00,Deutsche Bank,Communications,344.15,, 
3/23/00,DGLHQ US,Digital Lighthouse Corp,54,12,3.125,4500000.00,JP Morgan,Technology,217.64,, 
3/22/00,1008517Q US,Blaze Software Inc,64,16,73.4375,4000000.00,BofA Securities,Communications,341.11,, 
3/21/00,833554Q US,PartsBase Inc,45.5,13,-12.5,3500000.00,"Pennsylvania Merchant Group, Roth Capital Partners Inc",Industrial,176.637,, 
3/21/00,366210Q US,Insilicon Corp,42,12,79.6875,3500000.00,BofA Securities,Technology,385.8,, 
3/20/00,ACLA US,Aclara BioSciences Inc,189,21,52.97618866,9000000.00,"UBS, Deutsche Bank","Consumer, Non-cyclical",654.633,, 
3/20/00,SCOXQ US,SCO Group Inc/The,70,14,110.2678604,5000000.00,BofA Securities,Technology,535.04,, 
3/20/00,IGNX US,IGN Entertainment Inc/Old,68.75,11,39.20454407,6250000.00,Goldman Sachs,Communications,409.695,, 
3/16/00,UAXSQ US,Universal Access Global Holdings Inc,154,14,164.2857208,11000000.00,Goldman Sachs,Communications,1187.33,0.00048, 
3/16/00,TPTI US,TippingPoint Technologies Inc,144,18,22.56944466,8000000.00,UBS,Communications,1087.85,, 
3/16/00,499711Q US,Uproar Inc,84.7,33.88,-21.04486656,2500000.00,Citi,Communications,0,, 
3/16/00,IISX US,Integrated Information Systems Inc,69,15,39.58333206,4600000.00,BofA Securities,Communications,300.772,, 
3/15/00,8766227Q US,ImproveNet Inc,44.16,16,-11.71875,2760000.00,UBS,Communications,0,, 
3/14/00,LOUD US,Loudeye Corp,72,16,150,4500000.00,BofA Securities,Technology,557.71,, 
3/14/00,LNCMQ US,Lenco Mobile Inc,9,9,2.777777672,1000000.00,Ladenburg Thalmann & Co,Communications,19.8,, 
3/13/00,3023927Q US,Digitas Inc,223.2,24,22.91666603,9300000.00,Morgan Stanley,Communications,1365.68,0.000554848, 
3/13/00,CSTI US,Costar Technologies Inc/NJ,85,17,185.2941132,5000000.00,Deutsche Bank,Industrial,451.454,, 
3/9/00,HOMG US,HomeGrocer.com Inc,264,12,17.70833397,22000000.00,Morgan Stanley,Communications,0,, 
3/9/00,DTRM US,Determine Inc,120,30,370.78125,4000000.00,UBS,Technology,1036.69,20.9923, 
3/9/00,OTGS US,OTG Software Inc,95,19,195.7236786,5000000.00,UBS,Technology,484.048,, 
3/8/00,OPHM US,OraPharma Inc,72,18,73.6111145,4000000.00,BofA Securities,"Consumer, Non-cyclical",226.741,, 
3/7/00,VRDOQ US,Verado Holdings Inc,170,17,47.05882263,10000000.00,Lehman Brothers,Communications,843.338,, 
3/7/00,IPRT US,Iprint Technologies Inc,45,10,57.5,4500000.00,UBS,Technology,289.067,, 
3/6/00,NTKKQ US,NET2000 Communications Inc,200,20,75.3125,10000000.00,Goldman Sachs,Communications,697.25,, 
3/2/00,1435766D US,Register.com Inc,120,24,138.5416718,5000000.00,Deutsche Bank,Communications,738.226,, 
3/2/00,VATA US,Versata Inc,92.4,24,286.4583435,3850000.00,Stifel,Financial,911.251,, 
3/2/00,377089Q US,Prime Response Inc,63,18,32.63888931,3500000.00,BofA Securities,Communications,0,, 
3/1/00,PALM US,Palm Inc,874,38,150.1644745,23000000.00,Goldman Sachs,Technology,21315,0.00811887, 
3/1/00,SBMC US,Connecticut Bancshares Inc/de,104,10,2.5,10400000.00,Sandler O'Neill & Partners,Financial,0,, 
3/1/00,SWBD US,Switchboard Inc,82.5,15,78.75,5500000.00,BofA Securities,Communications,355.746,, 
2/29/00,ONVI US,Onvia Inc,168,21,192.8571472,8000000.00,UBS,Communications,1655.8,, 
2/29/00,984185Q US,Matrixone Inc,125,25,195.25,5000000.00,Goldman Sachs,Communications,953.955,, 
2/28/00,NIKU US,Niku Corp,192,24,187.5,8000000.00,Goldman Sachs,Technology,1657.06,, 
2/28/00,AQNT US,aQuantive Inc,126,24,200,5250000.00,Morgan Stanley,Communications,1336.15,, 
2/28/00,NTGX US,Net.Genesis Corp,76.5,18,215.625,4250000.00,"Deutsche Bank, JP Morgan",Communications,368.28,, 
2/24/00,ISIL US,Renesas Electronics America Inc,500,25,116,20000000.00,"Citi, UBS",Technology,2262.1,0.0324149, 
2/24/00,3518429Q US,Hotels.com,86.4,16,62.5,5400000.00,UBS,"Consumer, Cyclical",870.384,, 
2/24/00,DTHK US,Digitalthink Inc,61.6,14,107.1428604,4400000.00,UBS,Communications,464.006,, 
2/22/00,1902177D US,Nextel Partners Inc,470,20,50.625,23500000.00,Goldman Sachs,Communications,3178.56,0.00510317, 
2/17/00,1638709D US,Inforte Corp,64,32,127.9296875,2000000.00,Goldman Sachs,Technology,375.078,, 
2/17/00,EZAU US,EZ Auctions and Shipping Inc,7,7,6.25,1000000.00,Kashner Davidson,Communications,21,, 
2/16/00,CWONQ US,One Communications Corp,142.9,20,47.8125,7145000.00,Morgan Stanley,Communications,598.76,, 
2/16/00,APRS US,Apropos Technology Inc,81.4,22,109.0909119,3700000.00,JP Morgan,Communications,291.392,, 
2/16/00,52245Q US,Eloquent Inc,72,16,100,4500000.00,US Bancorp,Communications,270.677,, 
2/16/00,WFSM US,Westborough Financial Services Inc,15.8137,10,2.5,1581370.00,KeyBanc Capital Markets,Financial,0,, 
2/15/00,2960654Q US,LendingTree Inc/old,43.8,12,50,3650000.00,BofA Securities,Communications,206.58,, 
2/14/00,SVVS US,SAVVIS Inc,408,24,0,17000000.00,"BofA Securities, Morgan Stanley",Technology,2222.66,, 
2/14/00,VRNM US,BASF Enzymes LLC,174,24,212.5,7250000.00,JP Morgan,"Consumer, Non-cyclical",787.474,, 
2/14/00,2096692D US,Chordiant Software Inc,81,18,119.0972214,4500000.00,BofA Securities,Technology,626.729,0.000704801, 
2/14/00,2557200D US,Varsity Group Inc/DC,40.75,10,-1.25,4075000.00,BofA Securities,Communications,156,, 
2/14/00,VMDC US,Vantagemed Corp,36,12,-16.14583397,3000000.00,BofA Securities,Technology,103.781,, 
2/14/00,ERBA US,ERBA Diagnostics Inc,32,8,1.5625,4000000.00,Ladenburg Thalmann & Co,"Consumer, Non-cyclical",52.321,, 
2/14/00,SDRV US,Stardrive Solutions Inc,16.8,12,54.16666794,1400000.00,Joseph Gunnar & Co,Communications,33.6,, 
2/14/00,JMIC US,Jeremy's Microbatch Ice Creams Inc,7.2,6,6.25,1200000.00,First Montauk Corp,"Consumer, Non-cyclical",0,, 
2/10/00,VNWI US,Via Net.Works Inc,300.3,21,137.2023773,14300000.00,UBS,Communications,1177.44,, 
2/10/00,3208542Q US,Software AG USA Inc,143.5,35,507.5,4100000.00,Morgan Stanley,Technology,1092.7,, 
2/10/00,BBGI US,Beasley Broadcast Group Inc,106.175,15.5,-8.870967865,6850000.00,UBS,Communications,0,24.3877,NASDAQ CM
2/10/00,IPETZ US,IPET Holdings Inc / Private,82.5,11,0,7500000.00,BofA Securities,Communications,290.316,, 
2/10/00,LNTE US,Lante Corp,80,20,174.6875,4000000.00,UBS,Technology,769.798,, 
2/10/00,FRGO US,Fargo Electronics Inc,75,15,0.833333314,5000000.00,Prudential Financial Inc,Industrial,176.484,, 
2/9/00,CYCO US,Cypress Communications Inc,170,17,20.58823586,10000000.00,JP Morgan,Communications,779.559,, 
2/9/00,OGNC US,Organic Inc,110,20,99.6875,5500000.00,Goldman Sachs,Technology,1577.14,, 
2/9/00,QVDX US,Healthvision,90,18,76.3888855,5000000.00,BofA Securities,Technology,276.628,, 
2/9/00,715097Q US,Lightspan Inc,90,12,12.5,7500000.00,UBS,Technology,481.9,, 
2/9/00,WITS US,Witness Systems Inc,76,20,100.3125,3800000.00,JP Morgan,Technology,421.592,, 
2/9/00,AUSA US,Access Plans USA Inc,6,6,22.91666603,1000000.00,Barron Chase Securities,"Consumer, Non-cyclical",13.2,, 
2/8/00,VCNT US,Vicinity Corp,119,17,186.7647095,7000000.00,JP Morgan,Communications,412,, 
2/8/00,0404579D US,Landacorp Inc,35,10,59.375,3500000.00,JP Morgan,Technology,132.599,, 
2/7/00,BUYX US,Buy.com Inc/Old,182,13,93.2692337,14000000.00,BofA Securities,Communications,1678.82,, 
2/7/00,FSSTQ US,Fastnet Corp,48,12,38.54166794,4000000.00,ING Groep,Communications,172.667,, 
2/3/00,1292387D US,Dobson Communications Corp,550,22,5.113636494,25000000.00,"BofA Securities, Lehman Brothers",Communications,1941.57,0.00900227, 
2/3/00,MCCC US,Mediacom Communications Corp,380,19,0,20000000.00,"UBS, Citi",Communications,1710,, 
2/3/00,AVNX US,Oclaro North America Inc,216,36,377.777771,6000000.00,Morgan Stanley,Communications,2251.05,0.000903691, 
2/3/00,2679945Q US,Therma-Wave Inc,180,20,85,9000000.00,"Lehman Brothers, BofA Securities",Technology,304.504,, 
2/3/00,EMRG US,eMerge Interactive Inc,120,15,215,8000000.00,Canaccord Genuity,Communications,483.493,2.48E-05, 
2/3/00,827691Q US,Firepond Inc/Old,110,22,355.6818237,5000000.00,BofA Securities,Communications,714.685,, 
2/3/00,AGEN US,Agenus Inc,63,18,240.972229,3500000.00,US Bancorp,"Consumer, Non-cyclical",426.886,26.541,NASDAQ CM
2/3/00,INVT US,Inventergy Global Inc,43.2,12,91.66666412,3600000.00,Needham Group Inc/The,Technology,135.778,0.000927079, 
